#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-06-19T16:26:30 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ62af393d2c50d2	
#INFO	-out.max=200	
#INFO	queryParameters=32	
#-oc.form=dec
#-out.max=200
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-nav=cat:I/297&tab:{I/297/out}&key:kw.Wavelength=optical&key:kw.Mission=Gaia&key:kw.Astronomy=Stars&key:source=NOMAD&HTTPPRM:&&-ref=VIZ62af393d2c50d2&-out.max=200&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-out.src=I/297/out&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out=NOMAD1&-out=YM&-out=RAJ2000&-out=DEJ2000&-out=r&-out=pmRA&-out=e_pmRA&-out=pmDE&-out=e_pmDE&-out=Bmag&-out=r_Bmag&-out=Vmag&-out=r_Vmag&-out=Rmag&-out=r_Rmag&-out=Jmag&-out=Hmag&-out=Kmag&-out=R&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-out.src=I/297/out
#-source=I/297/out
#-out=NOMAD1
#-out=YM
#-out=RAJ2000
#-out=DEJ2000
#-out=r
#-out=pmRA
#-out=e_pmRA
#-out=pmDE
#-out=e_pmDE
#-out=Bmag
#-out=r_Bmag
#-out=Vmag
#-out=r_Vmag
#-out=Rmag
#-out=r_Rmag
#-out=Jmag
#-out=Hmag
#-out=Kmag
#-out=R
#
#
#RESOURCE=yCat_1297
#Name: I/297
#Title: NOMAD Catalog (Zacharias+ 2005)
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	I_297_out:
#Name: I/297/out
#Title: The NOMAD-1 Catalog
#Column	_RAJ2000	(F13.9)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F13.9)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	NOMAD1	(a12)	NOMAD-identifier (1)	[ucd=meta.id;meta.main]
#Column	YM	(A2)	[YM.] Existence in YB6 or 2MASS (Cat. II/246)	[ucd=meta.note]
#Column	RAJ2000	(F11.7)	Right ascension in ICRS, Ep=J2000	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F11.7)	Declination in ICRS, Ep=J2000	[ucd=pos.eq.dec;meta.main]
#Column	r	(A1)	[BCMYTH] Source of position (3)	[ucd=meta.ref;pos.frame]
#Column	pmRA	(F8.1)	Proper motion in RA (*cos(Dec))	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F5.1)	Mean error on pmRA	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F8.1)	Proper motion in Declination	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F5.1)	Mean error on pmDE	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	Bmag	(F6.3)	?Blue magnitude	[ucd=phot.mag;em.opt.B]
#Column	r_Bmag	(A1)	[BCMYTHo] Origin of Bmag (3)	[ucd=meta.ref;pos.frame]
#Column	Vmag	(F6.3)	?Visual magnitude	[ucd=phot.mag;em.opt.V]
#Column	r_Vmag	(A1)	[BCMYTH] Origin of Vmag (3)	[ucd=meta.ref;pos.frame]
#Column	Rmag	(F6.3)	?Red magnitude	[ucd=phot.mag;em.opt.R]
#Column	r_Rmag	(A1)	[BCMYTHe] Origin of Rmag (3)	[ucd=meta.ref;pos.frame]
#Column	Jmag	(F6.3)	?Infrared J magnitude (from 2MASS)	[ucd=phot.mag;em.IR.J]
#Column	Hmag	(F6.3)	?Infrared H magnitude (from 2MASS)	[ucd=phot.mag;em.IR.H]
#Column	Kmag	(F6.3)	?Infrared K magnitude (from 2MASS)	[ucd=phot.mag;em.IR.K]
#Column	R	(A1)	[R*] Recommended (R) or Problematic (*) (4)	[ucd=meta.note]
_RAJ2000;_DEJ2000;NOMAD1;YM;RAJ2000;DEJ2000;r;pmRA;e_pmRA;pmDE;e_pmDE;Bmag;r_Bmag;Vmag;r_Vmag;Rmag;r_Rmag;Jmag;Hmag;Kmag;R
044.624605600;+00.655766700;0906-0030056;Y.;044.6246056;+00.6557667;B;     0.0;  0.0;     0.0;  0.0;18.950;B;17.970;Y;18.750;B;      ;      ;      ;
044.624908300;+00.655608300;0906-0030057;..;044.6249083;+00.6556083;B;     0.0;  0.0;     0.0;  0.0;      ; ;      ; ;19.350;e;      ;      ;      ;
044.628372200;+00.663569400;0906-0030062;..;044.6283722;+00.6635694;B;     0.0;  0.0;     0.0;  0.0;20.760;o;      ; ;19.770;e;      ;      ;      ;
044.625636100;+00.669888900;0906-0030059;YM;044.6256361;+00.6698889;B;     0.0;  0.0;     0.0;  0.0;17.250;Y;16.830;Y;16.810;B;15.692;15.539;15.098;
044.611291700;+00.668911100;0906-0030052;Y.;044.6112917;+00.6689111;B;    22.0;  3.0;   -14.0;  3.0;19.590;B;17.920;Y;18.690;B;      ;      ;      ;
044.626841700;+00.688411100;0906-0030060;YM;044.6268417;+00.6884111;B;     0.0;  0.0;     0.0;  0.0;18.230;Y;17.200;Y;17.430;B;15.951;15.397;15.500;
044.572572200;+00.673488900;0906-0030019;..;044.5725722;+00.6734889;B;     4.0;  6.0;    10.0;  2.0;20.750;B;      ; ;19.520;B;      ;      ;      ;
044.580552800;+00.677500000;0906-0030027;..;044.5805528;+00.6775000;B;     0.0;  4.0;    10.0;  3.0;17.050;B;      ; ;16.550;B;      ;      ;      ;
044.591275000;+00.681361100;0906-0030031;..;044.5912750;+00.6813611;B;     0.0;  0.0;     0.0;  0.0;20.770;B;      ; ;18.910;B;      ;      ;      ;
044.577422200;+00.677800000;0906-0030022;..;044.5774222;+00.6778000;B;     0.0;  0.0;     0.0;  0.0;20.730;o;      ; ;18.780;e;      ;      ;      ;
044.578161100;+00.678622200;0906-0030024;YM;044.5781611;+00.6786222;B;    -4.0;  2.0;   -82.0; 12.0;17.750;B;17.970;Y;15.520;B;16.266;15.031;14.400;
044.577647200;+00.679391700;0906-0030023;..;044.5776472;+00.6793917;B;   -36.0;124.0;    64.0; 11.1;21.130;B;      ; ;18.900;B;      ;      ;      ;
044.579463900;+00.679188900;0906-0030026;..;044.5794639;+00.6791889;B;     0.0;  0.0;     0.0;  0.0;20.620;B;      ; ;19.870;B;      ;      ;      ;
044.608591700;+00.675761100;0906-0030050;..;044.6085917;+00.6757611;B;    92.0;  5.0;  -438.0; 30.0;21.210;B;      ; ;20.580;B;      ;      ;      ;
044.614663900;+00.680388900;0906-0030055;..;044.6146639;+00.6803889;B;   132.0;  0.0;   382.0; 25.0;21.130;B;      ; ;20.580;B;      ;      ;      ;
044.597691700;+00.690933300;0906-0030037;..;044.5976917;+00.6909333;B;   418.0; 33.0;  -276.0; 31.0;20.630;B;      ; ;19.700;B;      ;      ;      ;
044.596261100;+00.691797200;0906-0030034;..;044.5962611;+00.6917972;B;  -346.0; 10.0;   308.0; 26.0;      ; ;      ; ;20.320;B;      ;      ;      ;
044.586372200;+00.688413900;0906-0030030;YM;044.5863722;+00.6884139;B;     0.0;  0.0;     0.0;  0.0;17.110;Y;16.590;Y;16.580;B;15.394;14.875;14.647;
044.593075000;+00.695130600;0906-0030032;YM;044.5930750;+00.6951306;B;   -10.0;  5.0;    18.0;  1.0;19.190;B;17.970;Y;17.470;B;16.426;15.855;15.053;
044.596761100;+00.699341700;0906-0030036;..;044.5967611;+00.6993417;B;  -154.0; 10.0;   172.0; 13.0;21.220;B;      ; ;20.590;B;      ;      ;      ;
044.599825000;+00.701022200;0907-0031780;..;044.5998250;+00.7010222;B;     0.0;  0.0;     0.0;  0.0;20.240;B;      ; ;19.440;B;      ;      ;      ;
044.677877800;+00.696863900;0906-0030084;..;044.6778778;+00.6968639;B;   134.0;  8.0;  -106.0; 59.0;20.210;B;      ; ;19.880;B;      ;      ;      ;
044.677991900;+00.699516100;0906-0030085;YM;044.6779919;+00.6995161;C;     4.6;  5.4;    -5.9;  5.5;13.770;Y;13.370;Y;12.840;B;12.310;12.012;11.935;
044.666250000;+00.719769400;0907-0031819;..;044.6662500;+00.7197694;B;     0.0;  0.0;     0.0;  0.0;21.130;B;      ; ;20.590;B;      ;      ;      ;
044.615338900;+00.700519400;0907-0031792;.M;044.6153389;+00.7005194;B;     0.0;  0.0;     0.0;  0.0;17.320;B;      ; ;15.730;B;16.592;15.641;15.324;
044.622852800;+00.710580600;0907-0031796;YM;044.6228528;+00.7105806;B;     0.0;  0.0;     0.0;  0.0;16.930;Y;16.380;Y;16.240;B;15.650;15.621;15.064;
044.619833300;+00.717100000;0907-0031795;YM;044.6198333;+00.7171000;B;     0.0;  0.0;     0.0;  0.0;20.570;B;17.970;Y;18.600;B;15.150;14.468;14.093;
044.624219400;+00.718291700;0907-0031798;YM;044.6242194;+00.7182917;B;     0.0;  0.0;     0.0;  0.0;19.460;B;17.970;Y;18.120;B;16.925;16.018;15.625;
044.667838900;+00.725975000;0907-0031821;..;044.6678389;+00.7259750;B;     0.0;  0.0;     0.0;  0.0;20.680;B;      ; ;      ; ;      ;      ;      ;
044.655136100;+00.729450000;0907-0031809;YM;044.6551361;+00.7294500;B;     4.0;  1.0;    44.0;  1.0;19.220;B;17.530;Y;16.640;B;14.198;13.609;13.337;
044.658894400;+00.733630600;0907-0031811;..;044.6588944;+00.7336306;B;     0.0;  0.0;     0.0;  0.0;21.220;B;      ; ;20.530;B;      ;      ;      ;
044.647655600;+00.740902800;0907-0031805;YM;044.6476556;+00.7409028;B;     0.0;  0.0;     0.0;  0.0;18.350;Y;      ; ;18.610;B;16.277;15.993;15.820;
044.738813900;+00.674880600;0906-0030119;..;044.7388139;+00.6748806;B;     0.0;  0.0;     0.0;  0.0;      ; ;      ; ;20.380;B;      ;      ;      ;
044.736930600;+00.676611100;0906-0030117;..;044.7369306;+00.6766111;B;     0.0;  0.0;     0.0;  0.0;20.870;B;      ; ;19.600;B;      ;      ;      ;
044.727700000;+00.686936100;0906-0030110;..;044.7277000;+00.6869361;B;     0.0;  0.0;     0.0;  0.0;21.220;B;      ; ;20.590;B;      ;      ;      ;
044.733591700;+00.690500000;0906-0030114;..;044.7335917;+00.6905000;B;     0.0;  0.0;     0.0;  0.0;21.210;B;      ; ;      ; ;      ;      ;      ;
044.736850000;+00.699422200;0906-0030116;..;044.7368500;+00.6994222;B;    18.0;  9.0;   -36.0;  7.0;21.220;B;      ; ;20.460;B;      ;      ;      ;
044.737700000;+00.707444400;0907-0031869;YM;044.7377000;+00.7074444;B;    14.0;  5.0;     8.0;  2.0;17.420;Y;16.230;Y;15.970;B;14.326;13.679;13.497;
044.766680600;+00.699686100;0906-0030131;..;044.7666806;+00.6996861;B;     0.0;  0.0;     0.0;  0.0;21.170;B;      ; ;20.410;B;      ;      ;      ;
044.768061100;+00.706730600;0907-0031886;.M;044.7680611;+00.7067306;B;     4.0;  3.0;   -28.0;  2.0;20.450;B;      ; ;18.100;B;14.941;14.413;14.076;
044.769802800;+00.711005600;0907-0031889;YM;044.7698028;+00.7110056;B;    -6.0;  4.0;    10.0;  2.0;18.420;B;17.780;Y;17.010;B;16.370;15.474;15.006;
044.749213900;+00.706808300;0907-0031877;..;044.7492139;+00.7068083;B;     0.0;  0.0;     0.0;  0.0;19.630;B;      ; ;19.140;B;      ;      ;      ;
044.712172800;+00.702857500;0907-0031844;YM;044.7121728;+00.7028575;C;     8.4;  5.6;    -8.0;  5.5;14.570;Y;14.190;Y;13.970;B;13.232;12.884;12.829;
044.728638900;+00.706052800;0907-0031858;..;044.7286389;+00.7060528;B;     0.0;  0.0;     0.0;  0.0;21.100;B;      ; ;20.600;B;      ;      ;      ;
044.694936100;+00.708616700;0907-0031831;YM;044.6949361;+00.7086167;B;     0.0;  0.0;     0.0;  0.0;16.890;Y;16.850;Y;17.030;B;16.059;15.739;15.323;
044.714080600;+00.719997200;0907-0031847;.M;044.7140806;+00.7199972;B;     0.0;  0.0;     0.0;  0.0;18.480;B;      ; ;16.440;B;16.114;15.605;15.010;
044.733677800;+00.723705600;0907-0031862;YM;044.7336778;+00.7237056;B;    -2.0;  3.0;   -16.0;  3.0;18.350;Y;17.820;Y;17.000;B;15.035;14.400;14.199;
044.750058300;+00.721394400;0907-0031878;..;044.7500583;+00.7213944;B;     0.0;  0.0;     0.0;  0.0;21.180;B;      ; ;20.600;B;      ;      ;      ;
044.729475000;+00.723663900;0907-0031860;..;044.7294750;+00.7236639;B;     0.0;  0.0;     0.0;  0.0;20.470;B;      ; ;19.580;B;      ;      ;      ;
044.722411100;+00.723069400;0907-0031853;..;044.7224111;+00.7230694;B;     0.0;  0.0;     0.0;  0.0;20.680;B;      ; ;19.570;e;      ;      ;      ;
044.729205600;+00.725825000;0907-0031859;YM;044.7292056;+00.7258250;B;     0.0;  0.0;     0.0;  0.0;19.860;B;17.870;Y;18.250;B;16.719;15.877;15.255;
044.733994400;+00.742094400;0907-0031863;YM;044.7339944;+00.7420944;B;    58.0;  1.0;   -16.0;  3.0;17.960;Y;17.300;Y;16.900;B;13.593;12.904;12.704;
044.778852800;+00.710233300;0907-0031892;..;044.7788528;+00.7102333;B;     0.0;  0.0;     0.0;  0.0;20.850;B;      ; ;20.020;B;      ;      ;      ;
044.781886100;+00.713705600;0907-0031899;.M;044.7818861;+00.7137056;B;     0.0;  0.0;     0.0;  0.0;20.690;B;      ; ;19.650;B;15.787;15.124;14.702;
044.781247200;+00.713886100;0907-0031895;..;044.7812472;+00.7138861;B;     0.0;  0.0;     0.0;  0.0;20.450;B;      ; ;18.910;e;      ;      ;      ;
044.780786100;+00.714947200;0907-0031894;.M;044.7807861;+00.7149472;B;    58.0;  9.0;    12.0; 21.0;20.210;B;      ; ;20.170;B;15.832;15.278;15.055;
044.788955000;+00.717034700;0907-0031903;.M;044.7889550;+00.7170347;M;     0.0;  0.0;     0.0;  0.0;      ; ;      ; ;      ; ;16.643;16.134;15.612;
044.778616700;+00.718472200;0907-0031891;..;044.7786167;+00.7184722;B;     0.0;  0.0;     0.0;  0.0;19.150;B;      ; ;19.150;B;      ;      ;      ;
044.782144400;+00.721011100;0907-0031900;..;044.7821444;+00.7210111;B;    36.0; 12.0;   -22.0;  1.0;21.080;B;      ; ;20.210;B;      ;      ;      ;
044.779494400;+00.724288900;0907-0031893;YM;044.7794944;+00.7242889;B;     2.0;  2.0;   -16.0;  1.0;20.350;B;17.970;Y;19.200;B;16.655;16.155;15.612;
044.798761100;+00.725833300;0907-0031915;..;044.7987611;+00.7258333;B;     0.0;  0.0;     0.0;  0.0;20.710;o;      ; ;19.970;e;      ;      ;      ;
044.765572200;+00.721763900;0907-0031885;..;044.7655722;+00.7217639;B;   420.0; 24.0;  -150.0; 39.0;21.140;B;      ; ;20.510;B;      ;      ;      ;
044.764475000;+00.722430600;0907-0031882;..;044.7644750;+00.7224306;B;     0.0;  0.0;     0.0;  0.0;21.210;B;      ; ;20.590;B;      ;      ;      ;
044.789480600;+00.736636100;0907-0031904;YM;044.7894806;+00.7366361;B;    -8.0;  1.0;    -4.0;  4.0;19.230;B;17.720;Y;17.640;B;15.958;15.631;15.425;
044.807883300;+00.738783300;0907-0031920;..;044.8078833;+00.7387833;B;     0.0;  0.0;     0.0;  0.0;21.090;B;      ; ;20.090;e;      ;      ;      ;
044.793836100;+00.737966700;0907-0031910;YM;044.7938361;+00.7379667;B;     0.0;  0.0;     0.0;  0.0;18.730;B;17.820;Y;16.520;B;16.251;15.522;14.803;
044.818127800;+00.750019400;0907-0031931;..;044.8181278;+00.7500194;B;     4.0; 13.0;     8.0;  3.0;20.490;B;      ; ;19.420;B;      ;      ;      ;
044.790911100;+00.738680600;0907-0031906;..;044.7909111;+00.7386806;B;     4.0;  2.0;    36.0;  5.0;20.780;B;      ; ;19.580;B;      ;      ;      ;
044.790933300;+00.737488900;0907-0031907;..;044.7909333;+00.7374889;B;     0.0;  0.0;     0.0;  0.0;20.690;o;      ; ;20.420;B;      ;      ;      ;
044.793102800;+00.738300000;0907-0031909;..;044.7931028;+00.7383000;B;     0.0;  0.0;     0.0;  0.0;20.950;B;      ; ;19.820;e;      ;      ;      ;
044.799763900;+00.747569400;0907-0031917;..;044.7997639;+00.7475694;B;     0.0;  0.0;     0.0;  0.0;20.970;o;      ; ;20.460;B;      ;      ;      ;
044.794352800;+00.749969400;0907-0031911;..;044.7943528;+00.7499694;B;     0.0;  0.0;     0.0;  0.0;20.790;o;      ; ;20.330;B;      ;      ;      ;
044.797836100;+00.752644400;0907-0031913;..;044.7978361;+00.7526444;B;     0.0;  0.0;     0.0;  0.0;20.650;B;      ; ;19.160;B;      ;      ;      ;
044.801050000;+00.756747200;0907-0031918;..;044.8010500;+00.7567472;B;   496.0; 27.0;   130.0;  7.0;21.210;B;      ; ;20.600;B;      ;      ;      ;
044.754963900;+00.737863900;0907-0031881;YM;044.7549639;+00.7378639;B;    -2.0;  3.0;    -2.0;  0.0;16.780;Y;16.910;Y;17.100;B;16.134;15.647;15.423;
044.774266700;+00.743144400;0907-0031890;..;044.7742667;+00.7431444;B;     0.0;  0.0;     0.0;  0.0;20.510;B;      ; ;20.560;B;      ;      ;      ;
044.781744400;+00.763475000;0907-0031898;YM;044.7817444;+00.7634750;B;     0.0;  0.0;     0.0;  0.0;18.420;B;17.540;Y;16.020;B;16.216;15.323;14.708;
044.781616700;+00.764830600;0907-0031897;..;044.7816167;+00.7648306;B;     0.0;  0.0;     0.0;  0.0;21.110;B;      ; ;19.020;e;      ;      ;      ;
044.764752800;+00.766336100;0907-0031884;..;044.7647528;+00.7663361;B;     0.0;  0.0;     0.0;  0.0;17.200;B;      ; ;16.270;B;      ;      ;      ;
044.764713900;+00.766869400;0907-0031883;..;044.7647139;+00.7668694;B;     0.0;  0.0;     0.0;  0.0;20.310;B;      ; ;      ; ;      ;      ;      ;
044.781458300;+00.774455600;0907-0031896;..;044.7814583;+00.7744556;B;  -156.0; 32.0;   -30.0; 22.0;      ; ;      ; ;20.540;B;      ;      ;      ;
044.702438900;+00.720972200;0907-0031837;..;044.7024389;+00.7209722;B;   -28.0;  4.0;    -6.0;  6.0;19.500;B;      ; ;19.640;B;      ;      ;      ;
044.712038900;+00.728250000;0907-0031843;..;044.7120389;+00.7282500;B;     0.0;  0.0;     0.0;  0.0;21.190;B;      ; ;20.390;B;      ;      ;      ;
044.696733300;+00.730488900;0907-0031833;..;044.6967333;+00.7304889;B;     0.0;  0.0;     0.0;  0.0;      ; ;      ; ;20.150;B;      ;      ;      ;
044.697738900;+00.730461100;0907-0031834;..;044.6977389;+00.7304611;B;     0.0;  0.0;     0.0;  0.0;20.980;o;      ; ;19.870;e;      ;      ;      ;
044.682436100;+00.736658300;0907-0031825;..;044.6824361;+00.7366583;B;     0.0;  0.0;     0.0;  0.0;20.890;B;      ; ;19.740;B;      ;      ;      ;
044.682669400;+00.737194400;0907-0031826;..;044.6826694;+00.7371944;B;     0.0;  0.0;     0.0;  0.0;21.190;B;      ; ;19.260;e;      ;      ;      ;
044.713766700;+00.733555600;0907-0031846;..;044.7137667;+00.7335556;B;    34.0;  2.0;    38.0; 45.0;20.710;B;      ; ;19.540;B;      ;      ;      ;
044.712286100;+00.734613900;0907-0031845;YM;044.7122861;+00.7346139;B;     0.0;  0.0;     0.0;  0.0;19.310;B;17.740;Y;17.980;B;16.539;15.961;15.305;
044.720970600;+00.740790000;0907-0031852;YM;044.7209706;+00.7407900;C;     5.5;  5.5;    -4.7;  5.4;16.370;Y;15.570;Y;15.350;B;14.339;13.844;13.819;
044.732891700;+00.746580600;0907-0031861;..;044.7328917;+00.7465806;B;     0.0;  0.0;     0.0;  0.0;20.970;B;      ; ;      ; ;      ;      ;      ;
044.716433900;+00.745119700;0907-0031848;YM;044.7164339;+00.7451197;C;     6.2;  5.4;   -11.7;  5.5;16.960;Y;15.930;Y;15.150;B;13.818;13.170;13.050;
